,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,GA_quincena_ini,GA_quincena_ult,TARGET,num_images,piscina,descr_len
4971,6081111,Piso,123.87,2,0,0,0,120000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,9,0.0,19.05,19,46,49.21,5,0,0.0
4972,6081112,Piso,12.94,1,0,0,0,121000.0,0.0,15477.81,4617.0,0.3,0.24,0.24,0.15,0.12,0.1,0.14,0.02,0.01,0.0,0.05,0.49,0.43,0.33,0.2,0.47,0.11,8.96,938.54,144373.62,513.0,48.2,6.4,712.5,6.0,49.31,11,14.29,14.29,1,41,162.21,5,0,0.0
4973,6081113,Piso,111.38,2,0,0,0,110000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,2,0.0,50.0,17,28,9.0,5,0,0.0
4974,6081116,Piso,137.69,2,0,0,0,127000.0,0.0,15477.81,4617.0,0.3,0.24,0.24,0.15,0.12,0.1,0.14,0.02,0.01,0.0,0.05,0.49,0.43,0.33,0.2,0.47,0.11,8.96,938.54,144373.62,513.0,48.2,6.4,712.5,6.0,49.31,4,50.0,50.0,12,37,242.25,5,0,0.0
4975,6081117,Piso,97.0,1,0,0,0,110000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,1,0.0,0.0,35,35,5.0,5,0,0.0
4976,6081118,Garaje,90.41,0,0,0,0,38900.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,4,0.0,0.0,27,46,10.75,8,0,0.0
4977,6081119,Garaje,19.4,0,0,0,0,8900.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,3,50.0,50.0,21,39,5.0,4,0,0.0
4978,6081121,Garaje,27.43,0,0,0,0,11900.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,2,50.0,50.0,17,45,4.0,4,0,0.0
4979,6081123,Garaje,19.03,0,0,0,0,8700.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,2,0.0,0.0,19,29,7.0,4,0,0.0
4980,6081137,Nave,223.31,0,0,0,0,122000.0,-1.69,650.1,10520.0,16.18,0.04,0.04,0.1,0.05,0.12,0.66,0.02,0.0,0.0,0.02,0.38,0.58,0.5,0.08,0.42,0.18,4.51,1036.68,163600.53,1071.0,49.39,5.26,594.58,117.0,51.86,15,6.25,14.58,13,40,54.62,6,False,57.0
4981,6081138,Nave,364.7,0,0,0,0,182000.0,-2.1999999999999997,650.1,10520.0,16.18,0.04,0.04,0.1,0.05,0.12,0.66,0.02,0.0,0.0,0.02,0.38,0.58,0.5,0.08,0.42,0.18,4.51,1036.68,163600.53,1071.0,49.39,5.26,594.58,117.0,51.86,11,33.33,50.0,15,36,11.61,9,False,83.0
4982,6081141,Local,59.23,0,0,0,0,55400.0,-9.92,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,23,11.11,15.74,30,47,36.43,6,0,0.0
4983,6081154,Nave,343.44,0,0,0,0,197000.0,-3.8600000000000003,2478.69,9714.0,3.92,0.03,0.03,0.26,0.18,0.13,0.37,0.02,0.01,0.02,0.03,0.44,0.49,0.59,0.06,0.34,0.16,5.19,1018.27,161011.0,930.0,49.48,4.71,633.69,78.0,52.1,20,36.36,65.0,15,47,63.8,7,0,0.0
4984,6081155,Piso,57.73,1,0,0,0,49000.0,-9.09,440.18,4055.0,9.21,0.09,0.09,0.03,0.04,0.07,0.68,0.02,0.01,0.0,0.04,0.6,0.32,0.39,0.0,0.61,0.1,7.15,897.73,102944.76,1137.0,49.1,6.18,603.04,30.0,52.52,307,15.95,13.63,2,47,64.2,5,0,0.0
4985,6081156,Piso,125.8,2,0,0,0,72100.0,-9.08,10617.92,9031.0,0.85,0.24,0.24,0.13,0.11,0.11,0.18,0.02,0.01,0.01,0.04,0.45,0.47,0.09,0.86,0.05,0.12,4.84,694.87,100299.41,411.0,48.8,3.82,422.1,69.0,51.72,230,10.71,20.06,3,47,49.83,3,0,0.0
4986,6081173,Piso,63.73,1,0,0,0,58300.0,-9.049999999999999,150.59,14065.0,93.4,0.19,0.19,0.11,0.07,0.1,0.34,0.01,0.0,0.0,0.01,0.49,0.48,0.68,0.02,0.3,0.11,6.18,833.44,120627.22,2289.0,48.46,5.2,445.71,99.0,51.74,87,9.09,7.55,6,47,28.54,4,0,0.0
4987,6081181,Piso,96.0,1,0,0,0,80400.0,-7.2700000000000005,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,121,11.56,15.39,17,47,101.34,5,0,0.0
4988,6081187,Solar,851.0,0,0,0,0,16300.0,-20.1,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,172,8.33,14.96,1,47,43.23,4,False,319.0
4989,6081254,Piso,86.74,1,0,0,0,69300.0,-9.06,5071.24,13414.0,2.65,0.16,0.16,0.2,0.1,0.13,0.26,0.01,0.01,0.01,0.06,0.46,0.44,0.0,1.0,0.0,0.1,5.58,812.62,119274.25,1635.0,49.16,3.97,524.14,75.0,51.68,160,20.0,20.8,12,47,37.59,10,0,0.0
4990,6081262,Piso,90.57,1,0,0,0,53000.0,-9.09,11434.05,9877.0,0.86,0.16,0.16,0.13,0.11,0.1,0.35,0.02,0.02,0.01,0.1,0.52,0.33,0.33,0.25,0.42,0.12,5.78,724.79,101573.06,1242.0,49.02,4.04,448.39,51.0,52.07,73,21.15,19.25,9,47,31.23,9,False,77.0
4991,6081263,Piso,95.63,1,0,0,0,74300.0,0.0,2017.49,7501.0,2.85,0.11,0.11,0.17,0.12,0.13,0.25,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.13,0.34,0.16,4.72,940.32,128381.5,1083.0,49.09,4.64,560.5,51.0,51.55,266,21.83,27.17,25,46,172.25,6,0,0.0
4992,6081264,Piso,100.19,1,0,0,0,38400.0,-11.72,2495.19,20323.0,8.14,0.08,0.08,0.09,0.11,0.14,0.5,0.04,0.01,0.01,0.04,0.53,0.38,0.56,0.03,0.41,0.1,4.4,743.16,108512.29,2250.0,49.44,4.38,400.6,63.0,52.16,157,31.58,12.91,16,47,39.36,6,False,303.0
4993,6081267,Garaje,23.76,0,0,0,0,8300.0,-9.78,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,22,13.33,6.67,6,46,99.52,5,False,490.0
4994,6081268,Garaje,23.76,0,0,0,0,8300.0,-9.78,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,5,0.0,25.0,33,45,5.12,5,False,490.0
4995,6081269,Garaje,23.76,0,0,0,0,8300.0,-9.78,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,10,14.29,57.14,11,37,83.93,5,False,490.0
4996,6081270,Garaje,23.76,0,0,0,0,8300.0,-9.78,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,4,0.0,50.0,9,34,6.84,5,False,490.0
4997,6081279,Piso,76.0,1,1,0,0,52600.0,-9.15,50.16,14616.0,291.38,0.11,0.11,0.23,0.12,0.25,0.18,0.03,0.0,0.01,0.01,0.53,0.41,0.8,0.02,0.18,0.1,6.2,1024.89,114623.89,1560.0,48.97,4.5,435.71,93.0,52.84,411,8.51,5.83,5,47,68.28,3,0,0.0
4998,6081284,Piso,70.26,1,0,0,0,64300.0,-9.180000000000001,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,186,9.72,7.79,5,47,108.59,7,False,1470.0
4999,6081285,Piso,83.91,1,0,0,0,75400.0,-22.59,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,23,6.25,6.25,10,47,33.35,7,False,1470.0
5000,6081286,Piso,120.91,2,0,0,0,79500.0,-9.04,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,129,15.05,14.7,6,47,107.02,7,False,1472.0
5001,6081287,Piso,94.52,1,0,0,0,69100.0,-9.08,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,19,6.67,13.33,6,44,72.8,6,False,1486.0
5002,6081288,Piso,80.03,1,0,0,0,63700.0,-9.13,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,33,29.63,36.02,6,47,47.47,6,False,1486.0
5003,6081289,Piso,94.52,1,0,0,0,69100.0,-9.08,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,37,23.53,28.19,10,46,52.77,6,False,1486.0
5004,6081290,Piso,80.03,1,0,0,0,66100.0,-9.08,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,24,0.0,5.3,6,42,72.58,6,False,1486.0
5005,6081291,Piso,87.71,1,0,0,0,71700.0,-9.01,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,21,22.73,25.45,5,45,47.32,6,False,1486.0
5006,6081292,Piso,129.27,2,0,0,0,87100.0,-9.08,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,81,3.45,8.43,5,45,151.68,7,False,1475.0
5007,6081293,Garaje,23.76,0,0,0,0,8300.0,-9.78,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,5,0.0,0.0,4,34,12.25,5,False,490.0
5008,6081294,Garaje,23.76,0,0,0,0,8300.0,-9.78,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,3,0.0,0.0,5,34,15.0,5,False,490.0
5009,6081295,Chalet,232.0,3,0,0,0,153000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,190,21.35,13.03,18,47,88.96,10,False,2097.0
5010,6081301,Local,472.0,0,0,0,0,144000.0,-9.43,3107.56,18435.0,5.93,0.05,0.05,0.21,0.15,0.29,0.26,0.01,0.0,0.01,0.12,0.52,0.35,0.36,0.27,0.36,0.19,6.27,1076.12,151461.76,2583.0,49.62,5.97,814.55,102.0,51.47,92,13.07,10.77,12,47,83.6,10,False,437.0
5011,6081302,Solar,135.0,0,0,0,0,148000.0,0.0,3107.56,18435.0,5.93,0.05,0.05,0.21,0.15,0.29,0.26,0.01,0.0,0.01,0.12,0.52,0.35,0.36,0.27,0.36,0.19,6.27,1076.12,151461.76,2583.0,49.62,5.97,814.55,102.0,51.47,7,0.0,0.0,8,45,89.3,3,False,284.0
5012,6081307,Piso,81.11,1,0,0,0,85000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,19,0.0,16.67,21,47,21.97,4,0,0.0
5013,6081310,Piso,107.85,2,0,0,0,110000.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,16,0.0,15.0,10,40,63.58,4,0,0.0
5014,6081311,Piso,100.61,2,0,0,0,103000.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,11,0.0,12.5,10,37,76.62,4,0,0.0
5015,6081312,Piso,95.3,1,0,0,0,86600.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,6,60.0,60.0,1,41,20.2,4,0,0.0
5016,6081313,Piso,94.85,1,0,0,0,83000.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,1,0.0,100.0,14,14,0.0,4,0,0.0
5017,6081314,Piso,102.66,2,0,0,0,92000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,6,16.67,16.67,26,35,35.83,4,0,0.0
5018,6081315,Piso,102.61,2,0,0,0,106000.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,5,0.0,0.0,25,39,24.4,4,0,0.0
5019,6081318,Chalet,232.0,3,0,0,0,153000.0,0.0,5313.99,2787.0,0.52,0.25,0.25,0.07,0.07,0.11,0.24,0.01,0.01,0.0,0.05,0.46,0.46,0.0,0.67,0.33,0.13,5.68,678.79,99359.88,213.0,47.35,3.69,323.25,27.0,50.56,67,8.0,12.6,11,46,25.33,10,False,2097.0
5020,6081321,Local,97.76,0,0,0,0,56600.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,24,0.0,19.23,20,43,26.78,3,0,0.0
5021,6081324,Piso,78.45,1,0,0,0,78900.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,3,33.33,33.33,28,45,50.33,4,0,0.0
5022,6081326,Piso,88.95,1,0,0,0,89300.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,1,0.0,100.0,6,6,0.0,4,0,0.0
5023,6081328,Piso,92.27,1,0,0,0,95100.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,1,0.0,0.0,11,11,46.0,4,0,0.0
5024,6081329,Piso,83.41,1,0,0,0,84600.0,0.0,1310.5,2578.0,1.97,0.06,0.06,0.08,0.08,0.17,0.55,0.01,0.0,0.0,0.03,0.52,0.44,0.54,0.35,0.12,0.12,4.52,956.73,129040.56,1167.0,49.14,4.92,530.28,72.0,51.37,2,0.0,0.0,10,25,56.0,4,0,0.0
5025,6081330,Piso,78.45,1,0,0,0,77900.0,0.0,1584.19,4617.0,2.665,0.16,0.16,0.12,0.1,0.12,0.28,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,812.62,119274.25,987.0,49.03,4.5,524.14,66.0,51.09,2,0.0,50.0,20,33,4.5,4,0,0.0
5026,6081336,Piso,76.2,1,0,0,0,51000.0,-9.09,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,26,11.76,22.06,4,45,53.81,4,False,1168.0
5027,6081337,Piso,78.12,1,0,0,0,52800.0,-8.97,7041.61,1837.0,0.26,0.34,0.34,0.05,0.03,0.08,0.16,0.01,0.01,0.01,0.03,0.52,0.42,0.25,0.42,0.33,0.15,5.85,835.34,99783.53,285.0,48.45,10.03,611.43,15.0,50.44,18,0.0,16.33,4,43,98.12,4,False,1168.0
5028,6081338,Piso,76.2,1,0,0,0,51900.0,-9.11,7041.61,1837.0,0.26,0.34,0.34,0.05,0.03,0.08,0.16,0.01,0.01,0.01,0.03,0.52,0.42,0.25,0.42,0.33,0.15,5.85,835.34,99783.53,285.0,48.45,10.03,611.43,15.0,50.44,4,0.0,33.33,4,7,119.67,4,False,1168.0
5029,6081339,Piso,128.5,2,0,0,0,82600.0,-9.13,7041.61,1837.0,0.26,0.34,0.34,0.05,0.03,0.08,0.16,0.01,0.01,0.01,0.03,0.52,0.42,0.25,0.42,0.33,0.15,5.85,835.34,99783.53,285.0,48.45,10.03,611.43,15.0,50.44,38,5.0,15.33,3,46,76.56,4,False,1218.0
5030,6081340,Piso,132.66,2,0,0,0,85200.0,-9.07,7041.61,1837.0,0.26,0.34,0.34,0.05,0.03,0.08,0.16,0.01,0.01,0.01,0.03,0.52,0.42,0.25,0.42,0.33,0.15,5.85,835.34,99783.53,285.0,48.45,10.03,611.43,15.0,50.44,44,11.11,18.41,3,46,108.5,4,False,1218.0
5031,6081341,Local,274.1,0,0,0,0,85600.0,-9.030000000000001,2931.89,3063.0,1.04,0.18,0.18,0.07,0.06,0.12,0.39,0.01,0.01,0.01,0.06,0.46,0.45,0.0,0.0,1.0,0.1,5.86,698.31,97376.0,1185.0,49.66,2.17,462.5,18.0,50.34,5,0.0,75.0,4,40,23.25,1,False,843.0
5032,6081375,Piso,123.07,2,0,0,0,109000.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,28,0.0,17.54,2,46,101.16,2,False,737.0
5033,6081376,Piso,98.46,1,0,0,0,80700.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,5,0.0,20.0,2,38,30.2,2,False,733.0
5034,6081378,Piso,107.41,2,0,0,0,101000.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,7,0.0,0.0,2,38,25.83,2,False,737.0
5035,6081379,Piso,110.77,2,0,0,0,84700.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,6,20.0,30.0,2,38,21.2,2,False,737.0
5036,6081381,Piso,123.07,2,0,0,0,112000.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,7,16.67,16.67,2,43,44.25,2,False,737.0
5037,6081382,Piso,98.46,1,0,0,0,83200.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,5,0.0,0.0,2,43,69.62,2,False,733.0
5038,6081383,Piso,98.46,1,0,0,0,83200.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,4,0.0,0.0,2,6,21.66,2,False,733.0
5039,6081384,Piso,107.41,2,0,0,0,88900.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,8,20.0,40.0,2,29,87.55,2,False,737.0
5040,6081385,Piso,110.77,2,0,0,0,90300.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,2,0.0,50.0,2,29,4.0,2,False,737.0
5041,6081386,Piso,93.98,1,0,0,0,82600.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,1,0.0,0.0,2,2,9.0,2,False,733.0
5042,6081388,Piso,99.58,2,0,0,0,86600.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,12,0.0,12.5,2,45,73.48,2,False,737.0
5043,6081390,Piso,53.71,1,0,0,0,59000.0,0.0,6607.16,762.0,0.12,0.27,0.27,0.11,0.1,0.11,0.15,0.01,0.0,0.0,0.02,0.51,0.46,0.0,1.0,0.0,0.19,5.64,583.43,76786.2,150.0,48.5,2.5,450.0,3.0,0.0,14,0.0,31.82,2,45,121.73,2,False,733.0
5044,6081450,Garaje,10.8,0,0,0,0,5600.0,-11.110000000000001,4216.79,4253.0,1.01,0.17,0.17,0.05,0.14,0.21,0.27,0.01,0.04,0.0,0.23,0.42,0.3,0.33,0.0,0.67,0.19,4.6,1014.08,136604.31,372.0,51.14,4.8,565.0,60.0,51.32,45,21.74,24.64,4,47,36.5,2,False,245.0
5045,6081451,Garaje,9.9,0,0,0,0,5600.0,-11.110000000000001,4216.79,4253.0,1.01,0.17,0.17,0.05,0.14,0.21,0.27,0.01,0.04,0.0,0.23,0.42,0.3,0.33,0.0,0.67,0.19,4.6,1014.08,136604.31,372.0,51.14,4.8,565.0,60.0,51.32,37,12.5,16.25,2,47,100.68,2,False,245.0
5046,6081459,Garaje,9999.0,0,0,0,0,4700.0,-6.0,1274.79,10438.0,8.19,0.06,0.06,0.19,0.12,0.2,0.38,0.04,0.0,0.0,0.02,0.47,0.46,1.0,0.0,0.0,0.21,4.11,1289.36,183021.39,1914.0,50.05,6.41,658.93,120.0,51.93,27,0.0,11.54,5,45,32.7,1,0,0.0
5047,6081462,Trastero,16.95,0,0,0,0,3000.0,-11.76,4216.79,4253.0,1.01,0.17,0.17,0.05,0.14,0.21,0.27,0.01,0.04,0.0,0.23,0.42,0.3,0.33,0.0,0.67,0.19,4.6,1014.08,136604.31,372.0,51.14,4.8,565.0,60.0,51.32,199,22.96,14.54,4,47,100.17,2,False,288.0
