,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona
3742,6080880,Nave,545.13,0,0,0,0,137000.0,-9.27,6469.86,1952.0,0.3,0.28,0.28,0.11,0.07,0.11,0.14,0.01,0.0,0.0,0.02,0.55,0.41,0.75,0.25,0.0,0.11,3.23,3.0,0.0,579.32,76019.92,90.0,47.86,4.58,297.14,21.0,51.74,110,21.25,26.58,74.66,5.0,0.4089348583877995,0,1,1717.0,1,45,99.6,-0.9966940743977954
3743,6080883,Piso,73.0,0,0,0,0,21400.0,0.0,4612.74,13101.0,2.84,0.34,0.34,0.06,0.06,0.04,0.16,0.04,0.02,0.01,0.02,0.49,0.41,0.14,0.5,0.36,0.18,3.84,4.5,0.0,829.99,138739.17,1029.0,49.61,3.92,393.75,129.0,51.74,16,20.0,22.5,139.67,2.0,0.4881840958605664,0,1,0.0,0,26,101.35,-0.9978870373454626
3744,6080884,Piso,69.0,0,0,0,0,16500.0,0.0,4612.74,13101.0,2.84,0.34,0.34,0.06,0.06,0.04,0.16,0.04,0.02,0.01,0.02,0.49,0.41,0.14,0.5,0.36,0.18,3.84,4.5,0.0,829.99,138739.17,1029.0,49.61,3.92,393.75,129.0,51.74,24,39.29,37.38,19.33,2.0,0.4881840958605664,0,1,0.0,0,44,101.35,-0.9982764028732288
3745,6080885,Piso,65.0,0,0,0,0,18200.0,0.0,4612.74,13101.0,2.84,0.34,0.34,0.06,0.06,0.04,0.16,0.04,0.02,0.01,0.02,0.49,0.41,0.14,0.5,0.36,0.18,3.84,4.5,0.0,829.99,138739.17,1029.0,49.61,3.92,393.75,129.0,51.74,30,45.45,45.37,47.63,5.0,0.4903747276688453,0,1,0.0,0,22,101.35,-0.9979818244551989
3746,6080886,Piso,105.59,2,0,0,0,80200.0,0.0,270.63,4403.0,16.27,0.0,0.0,0.05,0.2,0.27,0.47,0.03,0.0,0.01,0.02,0.57,0.37,0.33,0.67,0.0,0.12,4.98,5.0,0.0,1024.99,134516.0,903.0,49.3,4.54,444.62,54.0,51.7,42,22.22,29.63,100.44,0.0,0.0,0,0,1189.0,1,44,101.0,-0.9943535220846608
3747,6080887,Piso,105.75,2,0,0,0,80200.0,0.0,270.63,4403.0,16.27,0.0,0.0,0.05,0.2,0.27,0.47,0.03,0.0,0.01,0.02,0.57,0.37,0.33,0.67,0.0,0.12,4.98,5.0,0.0,1024.99,134516.0,903.0,49.3,4.54,444.62,54.0,51.7,29,14.29,25.07,75.95,0.0,0.0,0,0,1200.0,1,44,101.0,-0.9943620652190953
3748,6080888,Local,75.0,1,0,0,0,62100.0,-9.08,54.26,20487.0,377.58,0.05,0.05,0.38,0.29,0.09,0.13,0.08,0.01,0.01,0.0,0.55,0.35,0.45,0.0,0.55,0.14,4.91,2.5,0.0,1071.91,178163.5,2100.0,48.8,4.37,446.42,285.0,51.03,233,24.58,15.07,38.04,6.0,0.4370925925925926,0,1,106.0,1,46,99.83,-0.995352583441614
3749,6080891,Chalet,119.49,2,0,0,0,131000.0,0.0,2754.74,5907.0,2.14,0.1,0.1,0.14,0.11,0.07,0.48,0.01,0.0,0.01,0.05,0.47,0.46,0.14,0.77,0.09,0.12,5.49,4.0,0.0,1020.26,136607.95,1338.0,49.35,4.72,527.15,141.0,51.99,553,35.94,16.32,97.55,5.0,0.4939671023965142,0,1,1887.0,1,46,101.34,-0.9919746540930502
3750,6080892,Chalet,85.0,0,0,0,0,48300.0,-9.04,2754.74,5907.0,2.14,0.1,0.1,0.14,0.11,0.07,0.48,0.01,0.0,0.01,0.05,0.47,0.46,0.14,0.77,0.09,0.12,5.49,4.0,0.0,1020.26,136607.95,1338.0,49.35,4.72,527.15,141.0,51.99,892,21.27,14.77,109.16,5.0,0.5519638344226581,0,1,0.0,0,45,101.34,-0.9958403936658324
3751,6080897,Chalet,95.82,1,0,0,0,106900.0,-9.64,264.05,117.0,0.44,0.01,0.01,0.17,0.12,0.3,0.39,0.01,0.0,0.0,0.04,0.75,0.19,0.0,0.0,1.0,0.22,5.66,3.0,0.0,1768.27,175908.82,1929.0,49.42,6.22,774.0,45.0,51.98,1105,43.9,35.69,176.81,10.0,0.4808583877995643,1,1,1906.0,1,43,101.4,-0.9936578877657152
3752,6080907,Garaje,35.79,0,0,0,0,9400.0,-12.15,325.65,9636.0,29.59,0.11,0.11,0.15,0.07,0.2,0.37,0.02,0.0,0.0,0.02,0.49,0.46,1.0,0.0,0.0,0.11,5.99,4.0,0.0,946.55,168799.71,1086.0,49.0,4.61,442.0,39.0,51.54,108,7.89,9.69,62.76,2.0,0.4341132897603486,0,1,250.0,1,42,100.53999999999999,-0.9984440542200955
3753,6080914,Garaje,28.82,0,0,0,0,7100.0,-17.44,150.59,14065.0,93.4,0.19,0.19,0.11,0.07,0.1,0.34,0.01,0.0,0.0,0.01,0.49,0.48,0.68,0.02,0.3,0.11,6.18,4.0,0.0,833.44,120627.22,2289.0,48.46,5.2,445.71,99.0,51.74,43,5.0,20.59,171.15,3.0,0.5433086419753086,0,1,665.0,1,44,100.2,-0.9979577022769953
3754,6080924,Piso,141.0,1,1,0,0,77300.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,78,17.65,9.93,94.1,10.0,0.4786909586056645,0,1,37.0,1,15,0.0,-0.9957623332275287
3755,6080928,Piso,62.0,1,0,0,0,40000.0,-9.09,9381.86,2264.0,0.24,0.35,0.35,0.05,0.05,0.09,0.1,0.01,0.0,0.0,0.02,0.48,0.49,0.0,1.0,0.0,0.12,5.92,3.0,0.0,542.2,54156.15,168.0,47.15,3.85,300.0,3.0,50.0,27,16.67,44.17,63.8,5.0,0.4590714596949891,0,1,1676.0,1,39,97.15,-0.9880870170733594
3756,6080937,Chalet,144.18,2,0,0,0,115000.0,-10.09,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.27,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.09,0.12,5.64,3.0,0.0,812.62,119274.25,1011.0,49.08,4.57,524.14,60.0,51.09,13,18.75,20.83,116.0,0.0,0.0,0,0,0.0,0,30,0.0,-0.9933127720904199
3757,6080938,Piso,75.16,1,0,0,0,36100.0,-14.05,687.13,6011.0,8.75,0.06,0.06,0.29,0.11,0.11,0.38,0.03,0.01,0.01,0.02,0.48,0.46,0.33,0.33,0.33,0.12,5.91,2.5,0.0,1143.39,159140.56,750.0,48.31,9.4,766.0,51.0,51.49,427,16.22,12.91,61.55,1.0,0.379760348583878,1,1,1505.0,1,46,99.80000000000001,-0.9969818588370744
3758,6080949,Garaje,30.0,0,0,0,0,5700.0,0.0,3472.25,7250.0,2.09,0.28,0.28,0.15,0.08,0.07,0.13,0.04,0.0,0.0,0.05,0.55,0.36,0.0,0.4,0.6,0.15,6.08,4.0,-1.0,850.3,128319.79,534.0,49.66,6.88,1467.5,18.0,51.38,72,16.91,22.16,32.77,5.0,0.4617376906318083,0,1,322.0,1,45,101.03999999999999,-0.998519324260116
3759,6080981,Piso,77.0,1,0,1,0,30700.0,-9.17,9493.83,10517.0,1.11,0.18,0.18,0.12,0.14,0.19,0.21,0.02,0.01,0.02,0.04,0.45,0.46,0.21,0.57,0.21,0.12,4.95,3.5,0.0,765.57,108784.56,720.0,49.5,4.22,410.0,21.0,51.04,178,22.45,13.34,61.43,3.0,0.37514996368917936,0,1,1532.0,1,37,100.53999999999999,-0.9963349458902871
3760,6080995,Casa de pueblo,318.0,2,0,0,0,99800.0,-9.27,1816.58,771.0,0.42,0.27,0.27,0.16,0.15,0.06,0.07,0.01,0.0,0.0,0.02,0.52,0.45,0.0,1.0,0.0,0.1,7.39,3.0,0.0,562.45,70943.62,117.0,47.18,2.98,330.0,6.0,50.69,207,19.84,18.61,87.09,6.0,0.42043936092955697,0,1,1760.0,1,44,97.87,-0.9955762550883727
3761,6081001,Piso,109.78,1,0,0,0,57100.0,-9.08,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,5.0,0.0,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,231,9.09,12.29,66.37,3.0,0.4710410312273057,0,1,0.0,0,46,100.0,-0.9956391087761782
3762,6081006,Local,257.75,1,0,0,0,131000.0,-9.030000000000001,79.39,11994.0,151.07,0.02,0.02,0.34,0.32,0.27,0.04,0.03,0.0,0.01,0.01,0.45,0.5,0.62,0.04,0.33,0.16,4.55,3.5,0.0,1211.37,191879.17,1212.0,49.42,6.48,611.14,120.0,52.24,247,23.91,24.51,46.69,9.0,0.2669911643669813,0,1,1713.0,1,45,101.66,-0.9973512266970386
3763,6081044,Piso,88.14,1,0,0,0,66300.0,-9.049999999999999,2754.74,5907.0,2.14,0.1,0.1,0.14,0.11,0.07,0.48,0.01,0.0,0.01,0.05,0.47,0.46,0.14,0.77,0.09,0.12,5.49,4.0,0.0,1020.26,136607.95,1338.0,49.35,4.72,527.15,141.0,51.99,1162,34.49,24.78,138.48,10.0,0.4768962962962962,0,1,1155.0,1,46,101.34,-0.9944936411872037
3764,6081054,Garaje,28.0,0,0,0,0,9900.0,0.0,2478.69,9714.0,3.92,0.03,0.03,0.26,0.18,0.13,0.37,0.02,0.01,0.02,0.03,0.44,0.49,0.59,0.06,0.34,0.16,5.19,3.5,0.0,1018.27,161011.0,930.0,49.48,4.71,633.69,78.0,52.1,32,5.88,17.16,102.58,4.0,0.4810065359477124,0,1,377.0,1,35,101.58,-0.9978040542039276
3765,6081064,Chalet,88.25,1,0,0,0,209000.0,0.0,43.66,1301.0,29.8,0.0,0.0,0.22,0.13,0.02,0.63,0.02,0.01,0.0,0.03,0.39,0.56,0.0,0.36,0.64,0.31,4.9,3.0,0.0,2047.24,317825.0,771.0,49.24,7.73,1065.0,75.0,51.2,414,12.52,16.9,106.41,2.0,0.5444482570806101,1,1,1499.0,1,41,100.44,-0.9925485032496681
3766,6081077,Piso,91.0,1,0,0,0,58100.0,-9.22,9381.86,2264.0,0.24,0.35,0.35,0.05,0.05,0.09,0.1,0.01,0.0,0.0,0.02,0.48,0.49,0.0,1.0,0.0,0.12,5.92,3.0,0.0,542.2,54156.15,168.0,47.15,3.85,300.0,3.0,50.0,9,8.33,5.55,186.75,5.0,0.4671091503267973,0,1,1707.0,1,20,97.15,-0.9882107288191362
3767,6081078,Piso,86.09,1,0,0,0,98100.0,-9.17,41.46,7470.0,180.18,0.05,0.05,0.24,0.33,0.13,0.2,0.08,0.01,0.01,0.01,0.56,0.33,0.14,0.08,0.78,0.2,3.68,3.5,0.0,1535.98,229581.38,2010.0,49.24,7.24,771.25,153.0,51.39,423,31.91,12.83,64.88,7.0,0.5172712418300655,0,1,2279.0,1,39,100.63,-0.9950365958728483
3768,6081081,Piso,106.02,0,1,0,0,55000.0,-10.42,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,106,6.94,10.98,29.57,7.0,0.4599741674447557,0,1,45.0,1,15,0.0,-0.9959900282647597
3769,6081126,Nave,2631.2,0,0,0,0,1320000.0,-21.89,470.2,1904.0,4.05,0.0,0.0,0.0,0.0,0.01,0.98,0.05,0.04,0.01,0.14,0.49,0.27,0.9,0.0,0.1,0.35,4.11,1.5,1.0,1838.33,236143.06,2535.0,49.13,7.41,885.62,33.0,52.01,351,33.27,31.58,131.15,7.0,0.4996503267973856,0,1,1634.0,1,46,101.14,-0.9978755579740405
3770,6081135,Piso,110.0,2,0,0,0,42300.0,-11.88,1994.45,8573.0,4.3,0.1,0.1,0.03,0.06,0.22,0.49,0.02,0.02,0.01,0.18,0.5,0.27,0.35,0.03,0.62,0.14,6.75,1.0,0.0,791.67,128381.5,579.0,49.17,4.08,667.22,60.0,51.54,440,13.79,13.13,82.26,8.0,0.4409652777777777,0,1,1294.0,1,46,100.71000000000001,-0.997004666135343
3771,6081139,Chalet,213.31,2,1,0,0,238000.0,-9.16,5321.52,9956.0,1.87,0.11,0.11,0.19,0.17,0.12,0.3,0.02,0.0,0.01,0.06,0.5,0.4,0.44,0.22,0.33,0.21,4.55,3.0,0.0,805.27,126802.0,1269.0,48.95,4.54,608.8,72.0,51.74,576,22.73,14.11,51.56,5.0,0.4559209150326797,0,1,971.0,1,46,100.69,-0.9912008719512947
3772,6081153,Oficina,166.24,0,2,0,0,156000.0,-13.81,35.28,6821.0,193.35,0.32,0.32,0.18,0.08,0.05,0.04,0.09,0.0,0.09,0.03,0.53,0.26,0.47,0.33,0.2,0.23,3.91,5.0,0.0,1288.72,236208.33,1446.0,49.32,5.59,840.57,195.0,51.19,284,35.94,27.55,98.64,6.0,0.4575958605664488,1,1,1817.0,1,46,100.50999999999999,-0.9960272260088652
3773,6081163,Piso,87.55,1,0,0,0,72400.0,-15.809999999999999,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,657,15.76,10.5,69.9,9.0,0.4985671750181556,1,1,799.0,1,46,100.22,-0.9971495682619966
3774,6081172,Garaje,27.94,0,0,0,0,9300.0,-19.13,1913.86,4574.0,2.39,0.2,0.2,0.18,0.14,0.09,0.19,0.04,0.0,0.01,0.11,0.54,0.3,0.6,0.2,0.2,0.25,4.69,2.5,0.0,1515.97,290116.06,564.0,48.79,6.98,900.0,30.0,51.43,50,40.0,41.99,52.6,4.0,0.4953376906318083,0,1,540.0,1,39,100.22,-0.9988526794405739
3775,6081178,Local,93.0,1,0,0,0,48500.0,-9.01,4488.97,15293.0,3.41,0.13,0.13,0.17,0.12,0.13,0.31,0.02,0.01,0.01,0.05,0.5,0.41,0.5,0.37,0.12,0.11,3.9,5.0,0.0,974.77,99620.94,1533.0,49.59,4.46,346.0,240.0,50.34,106,4.27,17.52,86.8,7.0,0.4928688141923437,0,1,655.0,1,45,99.93,-0.9947651028353669
3776,6081240,Local,117.22,0,0,0,0,66200.0,-2.22,5071.24,13414.0,2.65,0.16,0.16,0.2,0.1,0.13,0.26,0.01,0.01,0.01,0.06,0.46,0.44,0.0,1.0,0.0,0.1,5.58,5.0,0.0,812.62,119274.25,1635.0,49.16,3.97,524.14,75.0,51.68,15,20.0,27.5,136.75,0.0,0.0,0,0,0.0,0,34,100.84,-0.9952651134452337
3777,6081242,Chalet,244.5,2,0,0,0,250000.0,-9.09,1443.04,1277.0,0.88,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.31,4.96,3.0,0.0,1132.6,183747.92,216.0,49.09,6.05,750.0,9.0,51.79,891,25.71,21.58,100.47,5.0,0.4069897603485839,1,1,1784.0,1,46,100.88,-0.9944353389822015
3778,6081248,Chalet,232.0,2,0,0,0,301000.0,-9.06,157.51,222.0,1.41,0.01,0.01,0.09,0.15,0.3,0.44,0.0,0.0,0.0,0.05,0.68,0.27,0.0,0.5,0.5,0.28,5.9,2.0,0.0,2350.1,287589.06,768.0,48.98,11.31,1483.91,54.0,52.29,2486,36.14,19.89,98.5,3.0,0.4346136528685549,1,1,2123.0,1,44,101.27,-0.9954886538691582
3779,6081299,Trastero,4.79,0,0,0,0,1300.0,-7.140000000000001,5071.24,13414.0,2.65,0.16,0.16,0.2,0.1,0.13,0.26,0.01,0.01,0.01,0.06,0.46,0.44,0.0,1.0,0.0,0.1,5.58,5.0,0.0,812.62,119274.25,1635.0,49.16,3.97,524.14,75.0,51.68,102,17.74,15.95,51.54,2.0,0.4426220043572985,0,1,217.0,1,45,100.84,-0.9977245822347204
3780,6081304,Casa de pueblo,108.29,2,0,1,0,75100.0,-9.08,7012.65,10922.0,1.56,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.38,3.33,2.3333333333333304,0.0,1412.11,295816.94,2925.0,49.61,5.91,836.36,114.0,51.64,303,19.27,14.43,41.18,10.0,0.4681382352941177,0,1,2060.0,1,40,101.25,-0.9976556171107044
3781,6081347,Casa de pueblo,128.0,2,0,0,0,63600.0,-9.01,128.39,4801.0,37.4,0.03,0.03,0.56,0.07,0.01,0.31,0.02,0.0,0.01,0.02,0.5,0.46,0.27,0.23,0.5,0.22,4.74,3.0,0.0,1311.44,262096.88,594.0,49.49,5.71,727.4,60.0,50.74,1610,46.69,21.79,72.02,4.0,0.4474719498910675,0,1,859.0,1,46,100.23,-0.9981042315345379
3782,6081350,Piso,56.02,1,0,1,1,75000.0,-9.09,43.35,67.0,1.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24,0.24,0.52,0.0,0.0,0.0,0.11,7.44,3.0,0.0,1205.85,124658.82,1107.0,48.91,5.94,432.9,60.0,51.63,1524,44.75,14.89,78.85,6.0,0.5345059912854029,0,1,2266.0,1,36,100.53999999999999,-0.9892602258811253
3783,6081394,Piso,61.0,1,0,0,0,65100.0,-11.43,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,86,2.0,12.19,43.42,5.0,0.4240235294117648,0,1,0.0,0,21,0.0,-0.991750690927154
3784,6081395,Piso,66.92,1,0,0,0,54400.0,-17.07,695.48,1662.0,2.39,0.08,0.08,0.03,0.06,0.07,0.68,0.01,0.04,0.01,0.08,0.67,0.19,0.4,0.0,0.6,0.14,6.9,3.0,0.0,1091.23,122133.44,432.0,49.4,4.2,662.5,9.0,50.69,395,15.22,15.26,51.0,7.0,0.4082535014005601,0,1,1153.0,1,46,100.09,-0.9933440756402673
3785,6081401,Casa de pueblo,127.0,1,1,0,0,59000.0,-0.51,1412.86,7370.0,5.22,0.13,0.13,0.18,0.17,0.14,0.26,0.01,0.01,0.01,0.18,0.41,0.38,0.67,0.33,0.0,0.12,6.06,3.0,0.0,813.6,126317.94,852.0,48.99,4.82,740.0,51.0,51.88,532,29.29,25.05,121.01,10.0,0.3346025054466231,0,1,0.0,0,46,100.87,-0.9963222410915358
3786,6081409,Piso,126.0,2,0,0,0,65900.0,-10.459999999999999,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,5.0,0.0,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,273,9.57,8.55,61.75,4.0,0.380666394335512,0,1,0.0,0,46,100.0,-0.9956149228198202
3787,6081486,Chalet,556.64,3,1,0,1,411000.0,-9.07,6079.55,5264.0,0.87,0.12,0.12,0.1,0.13,0.21,0.31,0.01,0.01,0.0,0.07,0.51,0.4,0.0,0.67,0.33,0.24,4.44,1.0,0.0,805.19,163368.75,930.0,49.2,4.0,803.91,96.0,51.74,1449,47.4,29.3,94.87,10.0,0.4433909586056645,1,1,1608.0,1,46,100.94,-0.9954804163968249
3788,6081495,Chalet,268.82,2,0,0,0,225000.0,0.0,1311.38,470.0,0.36,0.25,0.25,0.11,0.2,0.07,0.12,0.0,0.0,0.0,0.18,0.49,0.32,0.2,0.6,0.2,0.22,5.86,3.0,0.0,773.54,163227.27,135.0,48.8,7.31,825.0,18.0,50.81,479,9.48,7.71,46.08,6.0,0.48799419026870006,0,1,2133.0,1,46,99.61,-0.9948722336942195
3789,6081522,Chalet,794.0,0,0,0,0,69200.0,-30.240000000000002,2761.0,10394.0,3.76,0.18,0.18,0.2,0.13,0.13,0.17,0.02,0.02,0.02,0.04,0.49,0.41,0.75,0.06,0.19,0.14,7.36,4.0,-1.0,666.68,90698.12,1134.0,49.11,3.0,534.62,30.0,51.12,139,28.7,34.49,140.98,3.0,0.5024738562091503,0,1,1425.0,1,45,100.22999999999999,-0.9990390798354701
3790,6081586,Chalet,130.43,3,0,0,0,72600.0,-9.139999999999999,4608.61,438.0,0.1,0.28,0.28,0.2,0.11,0.06,0.08,0.0,0.0,0.0,0.15,0.55,0.29,0.0,1.0,0.0,0.2,4.73,3.0,0.0,1058.34,337225.0,15.0,48.36,4.64,565.0,54.0,48.21,144,10.29,20.46,45.46,4.0,0.5082911220043573,0,1,1589.0,1,46,96.57,-0.9983494094168137
3791,6081667,Casa de pueblo,80.0,1,0,0,0,36900.0,-0.27,2478.69,9714.0,3.92,0.03,0.03,0.26,0.18,0.13,0.37,0.02,0.01,0.02,0.03,0.44,0.49,0.59,0.06,0.34,0.16,5.19,3.5,0.0,1018.27,161011.0,930.0,49.48,4.71,633.69,78.0,52.1,48,36.4,33.51,194.23,2.0,0.6167772331154684,1,1,1687.0,1,40,101.58,-0.9971352888933054
3792,6081668,Piso,82.5,1,0,0,1,108000.0,-9.24,19.36,29.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26,0.32,0.41,0.0,0.0,0.0,0.16,4.62,3.5,-1.0,1706.79,162446.43,783.0,49.53,5.8,493.75,54.0,51.33,4137,36.73,17.06,84.43,10.0,0.4445904139433551,1,1,2251.0,1,46,100.86,-0.9919413993333623
3793,6081683,Trastero,9.0,0,0,0,0,2300.0,0.0,6723.51,30383.0,4.52,0.15,0.15,0.17,0.13,0.16,0.25,0.02,0.01,0.01,0.03,0.53,0.41,0.24,0.59,0.18,0.12,5.64,5.0,0.0,751.7,119271.76,2028.0,49.46,3.51,583.89,42.0,50.54,124,13.68,23.65,88.61,2.0,0.3401628540305011,0,1,214.0,1,46,100.0,-0.9978573674476208
3794,6081689,Garaje,23.76,0,0,0,0,5500.0,-9.84,150.59,14065.0,93.4,0.19,0.19,0.11,0.07,0.1,0.34,0.01,0.0,0.0,0.01,0.49,0.48,0.68,0.02,0.3,0.11,6.18,4.0,0.0,833.44,120627.22,2289.0,48.46,5.2,445.71,99.0,51.74,61,8.0,15.5,68.26,2.0,0.4330718954248366,0,1,251.0,1,45,100.2,-0.9980810178541669
3795,6081703,Piso,107.29,2,1,0,0,122000.0,-8.959999999999999,2104.65,15178.0,7.21,0.04,0.04,0.1,0.1,0.2,0.52,0.03,0.03,0.01,0.02,0.54,0.37,0.44,0.0,0.56,0.15,4.48,3.75,0.0,1444.23,137792.74,2229.0,48.96,6.85,501.88,39.0,53.32,1210,17.74,14.74,80.08,7.0,0.4879519140989729,0,1,964.0,1,46,102.28,-0.9917477144121786
3796,6081705,Piso,92.87,1,0,0,0,78800.0,-9.11,1131.83,4322.0,3.82,0.1,0.1,0.14,0.1,0.1,0.46,0.01,0.01,0.0,0.08,0.49,0.41,0.0,0.0,1.0,0.12,4.6,4.0,-1.0,784.69,113413.56,987.0,48.41,3.49,459.0,54.0,51.05,149,11.11,15.64,81.98,4.0,0.4348965141612201,0,1,2108.0,1,46,99.46,-0.9925185498075297
3797,6081710,Piso,94.1,2,0,1,1,82000.0,-6.92,150.59,14065.0,93.4,0.19,0.19,0.11,0.07,0.1,0.34,0.01,0.0,0.0,0.01,0.49,0.48,0.68,0.02,0.3,0.11,6.18,4.0,0.0,833.44,120627.22,2289.0,48.46,5.2,445.71,99.0,51.74,289,18.99,19.97,117.36,7.0,0.4793155929038282,0,1,1628.0,1,46,100.2,-0.9927759804958564
3798,6081720,Piso,68.5,1,0,0,0,68200.0,-19.759999999999998,1590.77,211.0,0.13,0.24,0.24,0.09,0.06,0.12,0.24,0.06,0.0,0.0,0.15,0.47,0.31,0.12,0.5,0.37,0.11,5.8,3.0,0.0,1286.21,234712.5,105.0,47.84,5.38,362.17,6.0,51.87,119,18.91,12.39,67.73,7.0,0.5486545284780578,0,1,2259.0,1,45,99.71000000000001,-0.9957581277607447
3799,6081779,Piso,78.64,1,0,0,0,47000.0,-9.09,3107.56,18435.0,5.93,0.05,0.05,0.21,0.15,0.29,0.26,0.01,0.0,0.01,0.12,0.52,0.35,0.36,0.27,0.36,0.19,6.27,2.6666666666666696,0.33333333333333304,1076.12,151461.76,2583.0,49.62,5.97,814.55,102.0,51.47,652,14.06,8.9,66.02,3.0,0.3797352941176471,0,1,1960.0,1,46,101.09,-0.996054052033961
3800,6081785,Piso,46.54,1,0,0,0,36000.0,0.0,650.1,10520.0,16.18,0.04,0.04,0.1,0.05,0.12,0.66,0.02,0.0,0.0,0.02,0.38,0.58,0.5,0.08,0.42,0.18,4.51,4.0,0.0,1036.68,163600.53,1071.0,49.39,5.26,594.58,117.0,51.86,10,12.5,25.0,34.96,0.0,0.0,0,0,0.0,0,40,101.25,-0.9952718481545885
3801,6081786,Piso,68.0,1,0,0,0,43700.0,0.0,150.59,14065.0,93.4,0.19,0.19,0.11,0.07,0.1,0.34,0.01,0.0,0.0,0.01,0.49,0.48,0.68,0.02,0.3,0.11,6.18,4.0,0.0,833.44,120627.22,2289.0,48.46,5.2,445.71,99.0,51.74,16,10.0,30.0,50.08,2.0,0.5245795206971677,0,1,0.0,0,38,100.2,-0.9946724540379566
3802,6081788,Garaje,25.0,0,0,0,0,11400.0,0.0,1506.49,18943.0,12.57,0.1,0.1,0.21,0.15,0.17,0.28,0.03,0.0,0.01,0.03,0.55,0.38,0.6,0.2,0.2,0.14,4.7,4.0,0.0,1052.44,133573.61,2586.0,49.13,4.38,483.55,198.0,51.04,161,20.98,23.06,76.79,3.0,0.4052414669571533,0,1,232.0,1,46,100.17,-0.9965861520101164
3803,6081804,Piso,83.29,1,0,0,0,65900.0,-9.1,154.39,868.0,5.62,0.01,0.01,0.06,0.07,0.18,0.67,0.0,0.0,0.0,0.16,0.38,0.46,0.0,1.0,0.0,0.12,6.05,3.0,0.0,1147.85,129447.06,2427.0,48.78,4.78,763.85,375.0,51.09,1367,29.71,15.97,59.28,7.0,0.4750910364145659,0,1,828.0,1,46,99.87,-0.9938877605258585
3804,6081807,Casa de pueblo,129.5,2,0,0,0,73500.0,-9.15,6176.95,1563.0,0.25,0.2,0.2,0.08,0.12,0.15,0.26,0.01,0.05,0.01,0.11,0.56,0.26,0.0,0.0,0.0,0.14,4.97,3.0,0.0,844.01,104200.0,165.0,47.39,2.92,650.0,6.0,49.31,552,12.85,9.57,55.96,5.0,0.4320087145969499,0,1,1027.0,1,46,96.7,-0.9945530943611557
