,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,Num_anun_pro,Num_anunciosCP,im_size,bordes,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona,HY_tipo_Almacén,HY_tipo_Casa de pueblo,HY_tipo_Chalet,HY_tipo_Garaje,HY_tipo_Local,HY_tipo_Nave,HY_tipo_Oficina,HY_tipo_Otro,HY_tipo_Piso,HY_tipo_Solar,HY_tipo_Trastero
5421,27.49,0,0,0,0,6100.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,11.0,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,0,92.93,-0.9981004685821367,0,0,0,1,0,0,0,0,0,0,0
5422,94.45,0,0,0,0,92600.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,4,0.0,0.0,12.25,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,26,101.14,-0.9921595487074643,0,0,0,0,0,0,1,0,0,0,0
5423,71.14,1,0,1,1,39500.0,-12.42,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,15,37.5,54.17,37.38,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,19,92.93,-0.9952469255088239,0,0,0,0,0,0,0,0,1,0,0
5424,26.07,0,0,0,0,2900.0,-14.71,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,40,4.76,8.49,30.87,1.0,0.5501535947712418,0,1,1768.0,243,115668.0,843.0,0.0,0,37,101.64,-0.9986134522056215,0,0,0,1,0,0,0,0,0,0,0
5425,27.0,0,0,0,0,5000.0,-13.79,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,42,4.0,2.0,45.78,5.0,0.42022745098039216,0,1,1768.0,243,688129.4,593.6,259.0,1,43,101.14,-0.9985190572262619,0,0,0,1,0,0,0,0,0,0,0
5426,79.72,1,0,0,0,101000.0,0.0,1387.4,6904.0,4.98,0.0,0.0,0.1,0.2,0.13,0.57,0.03,0.0,0.0,0.07,0.56,0.34,0.15,0.54,0.31,0.16,4.31,5.0,0.0,1412.47,191909.21,2550.0,49.06,5.96,436.92,618.0,51.39,48,47.06,51.14,44.84,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,33,100.45,-0.9933982622827491,0,0,0,0,0,0,0,0,1,0,0
5427,170.09,0,0,0,0,229400.0,-8.93,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,109,10.34,14.71,67.77,10.0,0.4707294117647058,0,1,1768.0,130,211655.2,959.1,1423.0,1,29,92.93,-0.9884546788397295,0,0,0,0,1,0,0,0,0,0,0
5428,44.47,0,0,0,0,11000.0,-14.729999999999999,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,11,0.0,0.0,14.07,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,23,92.93,-0.9978825315816238,0,0,0,1,0,0,0,0,0,0,0
5429,308.18,0,0,0,0,28600.0,-11.18,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,23.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.9990220627802139,0,0,0,1,0,0,0,0,0,0,0
5430,27.86,0,0,0,0,6200.0,-6.0600000000000005,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,8.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,564.0,1,0,100.22999999999999,-0.9976549075386413,0,0,0,1,0,0,0,0,0,0,0
5431,24.33,0,0,0,0,6800.0,-16.05,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,12.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,1,92.93,-0.9976074656060857,0,0,0,1,0,0,0,0,0,0,0
5432,39.79,0,0,0,0,27000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,100.0,0.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.9941912697222689,0,0,0,0,1,0,0,0,0,0,0
5433,129.39,2,0,0,0,87500.0,-15.870000000000001,2437.82,7483.0,3.07,0.01,0.01,0.13,0.29,0.27,0.28,0.02,0.01,0.01,0.05,0.55,0.37,0.0,0.0,1.0,0.16,4.58,3.0,0.0,768.21,108702.61,159.0,47.02,3.27,340.0,3.0,51.95,7,0.0,50.0,29.25,0.0,0.0,0,0,1768.0,5,0.0,0.0,0.0,0,42,98.97,-0.9937788973364379,0,0,1,0,0,0,0,0,0,0,0
5434,37.08,0,0,0,0,8800.0,-6.38,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,100.0,100.0,0.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,92.93,-0.9979684181107834,0,0,0,1,0,0,0,0,0,0,0
5435,27.11,0,0,0,0,7200.0,-6.49,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,8.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.997201325620775,0,0,0,1,0,0,0,0,0,0,0
5436,22.61,0,0,0,0,4000.0,-9.09,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,0.0,338.25,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,13,92.93,-0.9984855643831742,0,0,0,1,0,0,0,0,0,0,0
5437,21.86,0,0,0,0,6000.0,-10.45,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,3,0.0,0.0,24.75,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,43,100.22999999999999,-0.9971076523932301,0,0,0,1,0,0,0,0,0,0,0
5438,24.75,0,0,0,0,6000.0,-10.45,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,61.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,92.93,-0.9979247642850647,0,0,0,1,0,0,0,0,0,0,0
5439,23.9,0,0,0,0,5700.0,-10.94,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,17.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.9974868040690464,0,0,0,1,0,0,0,0,0,0,0
5440,22.5,0,0,0,0,6400.0,-11.110000000000001,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,61.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,92.93,-0.9975650567611426,0,0,0,1,0,0,0,0,0,0,0
5441,23.47,0,0,0,0,4100.0,-10.870000000000001,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,2,0.0,50.0,5.5,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,5,100.22999999999999,-0.9981591425464823,0,0,0,1,0,0,0,0,0,0,0
5442,29.04,0,0,0,0,5100.0,-8.93,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,127.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.9981493556859025,0,0,0,1,0,0,0,0,0,0,0
5443,94.68,1,0,0,0,81500.0,-14.48,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,280,16.23,9.15,41.18,5.0,0.5833496732026144,0,1,1768.0,164,713554.2,556.4,0.0,0,45,103.13,-0.9919582798009439,0,0,0,0,0,0,0,0,1,0,0
5444,94.68,1,0,0,0,81500.0,-14.48,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,146,5.56,8.24,32.23,5.0,0.5071095860566449,0,1,1768.0,164,604074.4,568.0,0.0,0,44,103.13,-0.9919582798009439,0,0,0,0,0,0,0,0,1,0,0
5445,94.68,1,0,0,0,81500.0,-14.48,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,122,9.46,7.32,17.8,5.0,0.5054821350762527,0,1,1768.0,164,667188.4,614.4,0.0,0,46,103.13,-0.9919582798009439,0,0,0,0,0,0,0,0,1,0,0
5446,25.27,0,0,0,0,5600.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,4,33.33,33.33,12.67,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,12,92.93,-0.9981029701220813,0,0,0,1,0,0,0,0,0,0,0
5447,93.93,1,0,0,0,131000.0,0.0,1387.4,6904.0,4.98,0.0,0.0,0.1,0.2,0.13,0.57,0.03,0.0,0.0,0.07,0.56,0.34,0.15,0.54,0.31,0.16,4.31,5.0,0.0,1412.47,191909.21,2550.0,49.06,5.96,436.92,618.0,51.39,22,33.33,43.33,31.55,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,43,100.45,-0.9927327323446763,0,0,0,0,0,0,0,0,1,0,0
5448,68.16,1,0,1,1,48400.0,-9.19,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,328,35.94,31.54,30.54,4.0,0.50891802832244,0,1,1768.0,243,303987.5,661.0,0.0,0,35,101.14,-0.9943213145049268,0,0,0,0,0,0,0,0,1,0,0
5449,32.76,0,0,0,0,5200.0,-13.33,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,2,0.0,0.0,25.0,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,18,101.14,-0.998730620479653,0,0,0,1,0,0,0,0,0,0,0
5450,27.97,0,0,0,0,7800.0,-12.36,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,100.0,0.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.9970613251952382,0,0,0,1,0,0,0,0,0,0,0
5451,25.18,0,0,0,0,4400.0,-10.2,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1,0.0,0.0,153.0,2.0,0.4034640522875817,0,1,1768.0,164,180775.5,721.5,282.0,1,0,100.22999999999999,-0.9981586076104741,0,0,0,1,0,0,0,0,0,0,0
5452,89.68,1,0,0,0,57700.0,-15.89,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,5,0.0,20.0,33.4,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,21,92.93,-0.9944922832225574,0,0,0,0,0,0,0,0,1,0,0
5453,90.24,1,0,0,0,81000.0,0.0,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,149,23.61,7.95,60.48,4.0,0.4995261437908496,0,1,1768.0,164,594664.25,685.0,0.0,0,45,103.13,-0.9916143731855914,0,0,0,0,0,0,0,0,1,0,0
5454,78.13,1,0,0,0,47700.0,-7.5600000000000005,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,7.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.994773728819148,0,0,0,0,0,0,0,0,1,0,0
5455,72.43,1,0,0,0,44200.0,-7.720000000000001,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,100.0,0.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.9947760962070195,0,0,0,0,0,0,0,0,1,0,0
5456,52.87,1,0,0,0,37900.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,33.33,19.67,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,12,92.93,-0.993863492271918,0,0,0,0,0,0,0,0,1,0,0
5457,77.43,1,0,0,0,44200.0,-7.720000000000001,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,10.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,103.13,-0.9946671102059582,0,0,0,0,0,0,0,0,1,0,0
5458,78.13,1,0,0,0,47700.0,-7.5600000000000005,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,4.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,103.13,-0.994296385642475,0,0,0,0,0,0,0,0,1,0,0
5459,78.13,1,0,0,0,50200.0,-10.36,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,2,50.0,50.0,67.5,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,19,103.13,-0.9939974540723742,0,0,0,0,0,0,0,0,1,0,0
5460,52.87,1,0,0,0,38600.0,0.0,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,4.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,103.13,-0.9931793212795269,0,0,0,0,0,0,0,0,1,0,0
5461,136.0,2,0,0,0,124000.0,-6.0600000000000005,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,18,12.5,17.5,217.79,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,29,101.14,-0.99270853469636,0,1,0,0,0,0,0,0,0,0,0
5462,54.75,1,0,0,0,43300.0,-10.35,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,5,20.0,40.0,14.4,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,30,101.14,-0.9936753600117727,0,0,0,0,0,0,0,0,1,0,0
5463,91.16,0,0,0,1,47300.0,0.0,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,6,83.33,66.67,303.33,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,3,100.22999999999999,-0.9945322806169505,0,0,0,0,0,0,0,0,1,0,0
5464,85.35,1,0,0,0,52400.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,45.5,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,11,92.93,-0.9947444381982042,0,0,0,0,0,0,0,0,1,0,0
5465,104.78,2,0,1,1,74500.0,-10.459999999999999,2437.82,7483.0,3.07,0.01,0.01,0.13,0.29,0.27,0.28,0.02,0.01,0.01,0.05,0.55,0.37,0.0,0.0,1.0,0.16,4.58,3.0,0.0,768.21,108702.61,159.0,47.02,3.27,340.0,3.0,51.95,11,50.0,50.0,19.5,0.0,0.0,0,0,1768.0,5,0.0,0.0,0.0,0,31,98.97,-0.9934590940161914,0,0,0,0,0,0,0,0,1,0,0
5466,66.62,1,0,0,0,39900.0,-10.34,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,70.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.994873043256801,0,0,0,0,0,0,0,0,1,0,0
5467,66.52,1,0,0,0,57000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,4.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.992664765522036,0,0,0,0,0,0,0,0,1,0,0
5468,69.4,1,0,0,0,59300.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,4,0.0,25.0,109.75,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,12,92.93,-0.992685466911821,0,0,0,0,0,0,0,0,1,0,0
5469,66.62,1,0,0,0,58000.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,59.0,0.0,0.0,0,0,1768.0,164,0.0,0.0,0.0,0,0,92.93,-0.9925472809246731,0,0,0,0,0,0,0,0,1,0,0
5470,60.0,1,0,0,0,44500.0,-10.100000000000001,33.01,8037.0,243.48,0.08,0.08,0.44,0.07,0.16,0.17,0.08,0.0,0.0,0.01,0.61,0.29,0.76,0.05,0.19,0.12,5.95,2.0,0.0,977.11,129370.0,1644.0,48.93,6.05,553.77,165.0,51.65,361,50.51,36.88,61.69,4.0,0.5329509803921568,0,1,794.0,24,389316.25,532.0,0.0,0,46,100.58,-0.9942670892272809,0,0,0,0,0,0,0,0,1,0,0
5471,80.0,2,0,1,1,75700.0,-11.67,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,2,0.0,50.0,7.0,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,14,101.14,-0.9924327526618917,0,0,0,0,0,0,0,0,1,0,0
5472,22.0,0,0,0,0,3800.0,-11.63,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,46,8.7,10.14,14.84,1.0,0.6781111111111111,0,1,1768.0,243,158270.0,753.0,0.0,0,36,101.14,-0.9986186842855861,0,0,0,1,0,0,0,0,0,0,0
5473,80.66,1,0,1,1,66700.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,5,50.0,50.0,244.75,0.0,0.0,0,0,1768.0,243,0.0,0.0,0.0,0,10,92.93,-0.9929212104324571,0,0,0,0,0,0,0,0,1,0,0
5474,200.0,0,0,0,0,868000.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,61,0.0,3.95,97.63,8.0,0.3914007352941177,0,1,1768.0,2,543159.0,682.375,0.0,0,42,101.14,-0.9652926251546737,0,0,0,0,1,0,0,0,0,0,0
5475,38.67,1,0,0,0,23400.0,0.0,10835.03,24814.0,2.29,0.18,0.18,0.12,0.12,0.11,0.29,0.01,0.01,0.01,0.04,0.47,0.46,0.46,0.21,0.34,0.09,6.5,4.0,0.0,773.22,91609.78,2355.0,49.13,3.47,548.0,132.0,50.98,7,25.0,50.0,55.06,0.0,0.0,0,0,1347.0,10,0.0,0.0,0.0,0,17,100.11,-0.993394589002894,0,0,0,0,0,0,0,0,1,0,0
5476,91.0,1,0,0,0,49000.0,0.0,1953.47,7599.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,3.0,0.0,940.32,129370.0,1083.0,49.1,4.64,565.0,54.0,51.55,12,80.0,70.0,13.4,0.0,0.0,0,0,794.0,63,0.0,0.0,0.0,0,17,92.93,-0.995837817589383,0,0,0,0,0,0,0,0,1,0,0
