,HY_id,HY_tipo,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,piscina,has_image,descr_len,has_description,active_week,diff_precio_zona
5417,6080594,Piso,52.87,1,0,0,0,37900.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,33.33,19.67,0.0,0,0,0.0,0,12,-0.993863492271918
5418,6080595,Piso,77.43,1,0,0,0,44200.0,-7.720000000000001,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,10.0,0.0,0,0,0.0,0,0,-0.9946671102059582
5419,6080596,Piso,78.13,1,0,0,0,47700.0,-7.5600000000000005,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,4.0,0.0,0,0,0.0,0,0,-0.994296385642475
5420,6080597,Piso,78.13,1,0,0,0,50200.0,-10.36,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,2,50.0,50.0,67.5,0.0,0,0,0.0,0,19,-0.9939974540723742
5421,6080598,Piso,52.87,1,0,0,0,38600.0,0.0,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,1,0.0,0.0,4.0,0.0,0,0,0.0,0,0,-0.9931793212795269
5422,6080599,Casa de pueblo,136.0,2,0,0,0,124000.0,-6.0600000000000005,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,18,12.5,17.5,217.79,0.0,0,0,0.0,0,29,-0.99270853469636
5423,6080601,Piso,54.75,1,0,0,0,43300.0,-10.35,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,5,20.0,40.0,14.4,0.0,0,0,0.0,0,30,-0.9936753600117727
5424,6080606,Piso,85.35,1,0,0,0,52400.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,45.5,0.0,0,0,0.0,0,11,-0.9947444381982042
5425,6080607,Piso,104.78,2,0,1,1,74500.0,-10.459999999999999,2437.82,7483.0,3.07,0.01,0.01,0.13,0.29,0.27,0.28,0.02,0.01,0.01,0.05,0.55,0.37,0.0,0.0,1.0,0.16,4.58,768.21,108702.61,159.0,47.02,3.27,340.0,3.0,51.95,11,50.0,50.0,19.5,0.0,0,0,0.0,0,31,-0.9934590940161914
5426,6080609,Piso,66.62,1,0,0,0,39900.0,-10.34,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,70.0,0.0,0,0,0.0,0,0,-0.994873043256801
5427,6080611,Piso,66.52,1,0,0,0,57000.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,4.0,0.0,0,0,0.0,0,0,-0.992664765522036
5428,6080612,Piso,69.4,1,0,0,0,59300.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,4,0.0,25.0,109.75,0.0,0,0,0.0,0,12,-0.992685466911821
5429,6080614,Piso,66.62,1,0,0,0,58000.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,59.0,0.0,0,0,0.0,0,0,-0.9925472809246731
5430,6080616,Piso,60.0,1,0,0,0,44500.0,-10.100000000000001,33.01,8037.0,243.48,0.08,0.08,0.44,0.07,0.16,0.17,0.08,0.0,0.0,0.01,0.61,0.29,0.76,0.05,0.19,0.12,5.95,977.11,129370.0,1644.0,48.93,6.05,553.77,165.0,51.65,361,50.51,36.88,61.69,4.0,0,1,0.0,0,46,-0.9942670892272809
5431,6080621,Piso,80.0,2,0,1,1,75700.0,-11.67,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,2,0.0,50.0,7.0,0.0,0,0,0.0,0,14,-0.9924327526618917
5432,6080622,Garaje,22.0,0,0,0,0,3800.0,-11.63,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,46,8.7,10.14,14.84,1.0,0,1,0.0,0,36,-0.9986186842855861
5433,6080623,Piso,80.66,1,0,1,1,66700.0,0.0,1356.92,8300.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,5,50.0,50.0,244.75,0.0,0,0,0.0,0,10,-0.9929212104324571
5434,6080624,Local,200.0,0,0,0,0,868000.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,61,0.0,3.95,97.63,8.0,0,1,0.0,0,42,-0.9652926251546737
5435,6080627,Piso,38.67,1,0,0,0,23400.0,0.0,10835.03,24814.0,2.29,0.18,0.18,0.12,0.12,0.11,0.29,0.01,0.01,0.01,0.04,0.47,0.46,0.46,0.21,0.34,0.09,6.5,773.22,91609.78,2355.0,49.13,3.47,548.0,132.0,50.98,7,25.0,50.0,55.06,0.0,0,0,0.0,0,17,-0.993394589002894
5436,6080630,Piso,91.0,1,0,0,0,49000.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,12,80.0,70.0,13.4,0.0,0,0,0.0,0,17,-0.995837817589383
5437,6080631,Piso,119.19,2,0,1,0,51400.0,-9.19,10835.03,24814.0,2.29,0.18,0.18,0.12,0.12,0.11,0.29,0.01,0.01,0.01,0.04,0.47,0.46,0.46,0.21,0.34,0.09,6.5,773.22,91609.78,2355.0,49.13,3.47,548.0,132.0,50.98,305,20.92,15.32,78.29,6.0,0,1,1720.0,1,46,-0.9952925961409509
5438,6080632,Garaje,30.0,0,0,0,0,6300.0,-8.7,10835.03,24814.0,2.29,0.18,0.18,0.12,0.12,0.11,0.29,0.01,0.01,0.01,0.04,0.47,0.46,0.46,0.21,0.34,0.09,6.5,773.22,91609.78,2355.0,49.13,3.47,548.0,132.0,50.98,109,5.81,16.07,189.65,3.0,0,1,539.0,1,41,-0.9977076683297351
5439,6080638,Piso,85.0,1,0,0,0,61500.0,-9.02,1584.19,7430.0,4.69,0.05,0.05,0.21,0.12,0.14,0.44,0.01,0.01,0.02,0.06,0.42,0.48,0.56,0.11,0.33,0.1,5.82,897.3,114585.0,1206.0,48.73,5.33,481.31,33.0,50.11,225,25.83,20.35,49.65,4.0,0,1,0.0,0,35,-0.9936856533423686
5440,6080641,Piso,100.0,1,0,0,0,46300.0,-10.27,2495.19,20323.0,8.14,0.08,0.08,0.09,0.11,0.14,0.5,0.04,0.01,0.01,0.04,0.53,0.38,0.56,0.03,0.41,0.1,4.4,743.16,108512.29,2250.0,49.44,4.38,400.6,63.0,52.16,14,0.0,12.5,136.57,1.0,0,1,0.0,0,27,-0.9957332022022575
5441,6080642,Piso,101.0,0,0,0,0,36500.0,-8.98,55.9,11677.0,208.88,0.14,0.14,0.32,0.17,0.08,0.14,0.09,0.01,0.01,0.01,0.61,0.27,0.5,0.5,0.0,0.15,5.75,721.04,101527.56,873.0,48.95,3.83,404.17,84.0,51.43,303,11.24,12.57,67.99,5.0,0,1,106.0,1,41,-0.9964405119298262
5442,6080644,Piso,125.5,2,0,0,0,98400.0,-9.719999999999999,2761.0,10394.0,3.76,0.18,0.18,0.2,0.13,0.13,0.17,0.02,0.02,0.02,0.04,0.49,0.41,0.75,0.06,0.19,0.14,7.36,666.68,90698.12,1134.0,49.11,3.0,534.62,30.0,51.12,641,15.32,13.99,67.53,6.0,0,1,0.0,0,46,-0.9913552370763593
5443,6080648,Piso,81.23,1,0,0,0,26400.0,-14.01,127.27,14500.0,113.94,0.01,0.01,0.86,0.0,0.11,0.02,0.03,0.0,0.0,0.01,0.88,0.08,0.5,0.0,0.5,0.17,10.85,995.08,178803.0,1023.0,49.91,4.46,409.67,60.0,52.23,1797,31.17,15.0,72.05,3.0,0,1,0.0,0,38,-0.9981823399065974
5444,6080650,Piso,110.0,2,0,0,0,40600.0,-8.97,6176.95,1563.0,0.25,0.2,0.2,0.08,0.12,0.15,0.26,0.01,0.05,0.01,0.11,0.56,0.26,0.0,0.0,0.0,0.14,4.97,844.01,104200.0,165.0,47.39,2.92,650.0,6.0,49.31,173,7.93,11.96,67.32,9.0,0,1,257.0,1,41,-0.9964578607572849
5445,6080661,Nave,490.9,0,0,0,0,193000.0,0.0,1584.19,7430.0,4.69,0.05,0.05,0.21,0.12,0.14,0.44,0.01,0.01,0.02,0.06,0.42,0.48,0.56,0.11,0.33,0.1,5.82,897.3,114585.0,1206.0,48.73,5.33,481.31,33.0,50.11,5,20.0,20.0,12.6,0.0,0,0,0.0,0,22,-0.9965688752558866
5446,6080667,Nave,2659.27,0,0,0,0,442000.0,-9.049999999999999,16348.07,6912.0,0.42,0.28,0.28,0.16,0.12,0.07,0.1,0.01,0.01,0.0,0.08,0.47,0.41,0.12,0.62,0.25,0.12,4.67,781.57,105850.38,696.0,49.1,2.85,300.0,15.0,52.2,79,19.23,21.64,67.14,10.0,0,1,218.0,1,38,-0.9984297550198831
5447,6080683,Piso,73.83,1,0,0,0,79900.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,1,0.0,0.0,21.0,0.0,0,0,0.0,0,0,-0.9916347228770572
5448,6080685,Piso,57.76,1,0,0,0,70300.0,0.0,2104.65,15178.0,7.21,0.04,0.04,0.1,0.1,0.2,0.52,0.03,0.03,0.01,0.02,0.54,0.37,0.44,0.0,0.56,0.15,4.48,1444.23,137792.74,2229.0,48.96,6.85,501.88,39.0,53.32,11,41.67,69.44,14.17,0.0,0,0,0.0,0,28,-0.9911671306981928
5449,6080687,Piso,113.54,2,0,0,0,81500.0,-9.04,3414.9,2614.0,0.77,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.29,5.75,1132.82,188765.91,339.0,49.28,4.78,1034.0,30.0,50.55,167,15.04,12.65,73.63,3.0,0,1,1901.0,1,35,-0.9961973605203445
5450,6080689,Local,52.0,0,0,0,0,22100.0,-15.97,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,79,27.94,15.45,117.08,6.0,0,1,0.0,0,15,-0.9967148488830486
5451,6080692,Garaje,25.0,0,0,0,0,12600.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,20,0.0,10.42,129.88,1.0,0,1,0.0,0,17,-0.9961041972636624
5452,6080693,Garaje,25.0,0,0,0,0,12600.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,16,0.0,4.17,180.33,1.0,0,1,0.0,0,16,-0.9961041972636624
5453,6080694,Garaje,25.0,0,0,0,0,12600.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,7,0.0,10.0,93.2,1.0,0,1,0.0,0,13,-0.9961041972636624
5454,6080695,Garaje,25.0,0,0,0,0,12600.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,4,0.0,25.0,10.5,1.0,0,1,0.0,0,13,-0.9961041972636624
5455,6080696,Garaje,25.0,0,0,0,0,12600.0,0.0,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,6,0.0,25.0,86.92,1.0,0,1,0.0,0,12,-0.9961041972636624
5456,6080697,Piso,103.0,1,0,0,0,89100.0,-9.17,140.16,15189.0,108.37,0.12,0.12,0.24,0.13,0.21,0.18,0.02,0.0,0.02,0.02,0.47,0.48,0.64,0.11,0.25,0.16,4.19,1405.08,264911.65,1821.0,48.98,5.5,627.36,126.0,51.54,593,33.12,10.94,70.21,3.0,0,1,0.0,0,38,-0.9967345771932291
5457,6080712,Piso,75.98,1,1,0,0,50700.0,-18.62,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,413,23.07,15.15,82.2,3.0,0,1,1174.0,1,45,-0.9866677150172807
5458,6080714,Piso,75.98,1,1,0,0,51200.0,-18.6,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,180,40.77,16.12,62.21,2.0,0,1,1174.0,1,42,-0.9865362329168594
5459,6080715,Piso,75.98,1,1,0,0,51700.0,-18.58,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,205,28.37,29.67,66.11,3.0,0,1,1174.0,1,42,-0.9864047508164382
5460,6080727,Trastero,7.0,0,0,0,0,900.0,-18.18,7954.35,119.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,49.65,3.68,350.0,6.0,0.0,32,18.18,10.15,18.28,3.0,0,1,678.0,1,27,-0.9974311402882832
5461,6080728,Trastero,7.0,0,0,0,0,900.0,-18.18,7954.35,119.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,49.65,3.68,350.0,6.0,0.0,39,14.29,11.31,13.8,3.0,0,1,678.0,1,25,-0.9974311402882832
5462,6080730,Trastero,7.0,0,0,0,0,900.0,-18.18,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,61,0.0,8.43,22.06,3.0,0,1,678.0,1,32,-0.9974311402882832
5463,6080732,Trastero,5.0,0,0,0,0,700.0,-12.5,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,68,5.88,9.1,50.0,3.0,0,1,678.0,1,40,-0.9972027972027973
5464,6080734,Piso,75.98,1,1,0,0,50200.0,-18.509999999999998,7954.35,116.0,0.01,0.29,0.29,0.06,0.08,0.06,0.22,0.0,0.0,0.0,0.02,0.49,0.48,0.0,0.0,0.0,0.07,5.66,677.0,50050.0,51.0,50.01,3.68,350.0,6.0,0.0,234,18.77,23.94,92.37,1.0,0,1,1174.0,1,38,-0.9867991971177019
5465,6080744,Piso,92.0,1,0,0,0,78900.0,-13.01,133.0,20592.0,154.82,0.05,0.05,0.21,0.1,0.15,0.43,0.03,0.0,0.0,0.01,0.46,0.48,0.57,0.03,0.4,0.19,5.14,1202.74,171417.65,1551.0,50.02,6.95,761.31,186.0,51.44,95,68.71,68.32,112.02,6.0,0,1,0.0,0,41,-0.9949969638736025
5466,6080746,Piso,75.11,1,0,0,0,36900.0,-9.11,256.93,9974.0,38.82,0.0,0.0,0.81,0.16,0.02,0.0,0.04,0.0,0.0,0.01,0.87,0.08,0.78,0.0,0.22,0.19,10.3,951.87,222486.61,1089.0,49.85,6.3,479.88,57.0,51.49,979,6.67,9.51,44.56,5.0,0,1,0.0,0,46,-0.9977918695565693
5467,6080751,Chalet,205.54,2,0,0,0,256000.0,-8.9,43.66,1301.0,29.8,0.0,0.0,0.22,0.13,0.02,0.63,0.02,0.01,0.0,0.03,0.39,0.56,0.0,0.36,0.64,0.31,4.9,2047.24,317825.0,771.0,49.24,7.73,1065.0,75.0,51.2,1992,25.92,12.71,99.09,10.0,1,1,1856.0,1,43,-0.9960811778197635
5468,6080752,Piso,123.04,2,0,0,0,109000.0,-7.31,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,17,25.0,18.75,27.5,0.0,0,0,0.0,0,26,-0.9925726569881582
5469,6080760,Local,148.33,0,0,0,0,121000.0,-9.02,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,72,13.64,19.37,86.03,5.0,0,1,1078.0,1,24,-0.9931607311007246
5470,6080762,Local,133.17,0,0,0,0,64400.0,0.0,6079.55,5264.0,0.87,0.12,0.12,0.1,0.13,0.21,0.31,0.01,0.01,0.0,0.07,0.51,0.4,0.0,0.67,0.33,0.24,4.44,805.19,163368.75,930.0,49.2,4.0,803.91,96.0,51.74,6,40.0,80.0,90.3,0.0,0,0,0.0,0,35,-0.9970398720643278
5471,6080763,Piso,108.06,2,0,0,0,73700.0,-10.01,6079.55,5264.0,0.87,0.12,0.12,0.1,0.13,0.21,0.31,0.01,0.01,0.0,0.07,0.51,0.4,0.0,0.67,0.33,0.24,4.44,805.19,163368.75,930.0,49.2,4.0,803.91,96.0,51.74,5,0.0,87.5,30.0,0.0,0,0,0.0,0,16,-0.9958252205352388
5472,6080764,Piso,80.65,1,0,0,0,69800.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,5,66.67,77.78,96.33,0.0,0,0,0.0,0,5,-0.9927438816683761
5473,6080765,Piso,112.9,2,0,0,0,90800.0,-16.619999999999997,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,1,0.0,0.0,7.0,0.0,0,0,0.0,0,0,-0.9932571233938232
5474,6080766,Piso,109.77,2,0,0,0,80900.0,-10.01,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,2,50.0,50.0,3.5,0.0,0,0,0.0,0,13,-0.9938210004580118
5475,6080767,Piso,66.94,1,0,0,0,64600.0,0.0,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,4,33.33,66.67,0.67,3.0,0,1,0.0,0,12,-0.9919090388547549
5476,6080768,Piso,109.06,2,0,0,0,88100.0,-16.25,1584.19,4622.0,3.41,0.16,0.16,0.12,0.1,0.12,0.26,0.01,0.0,0.0,0.03,0.49,0.45,0.0,0.35,0.08,0.12,5.64,812.62,119274.25,1011.0,49.05,4.57,524.14,66.0,51.09,1,0.0,0.0,4.0,0.0,0,0,0.0,0,0,-0.9932272706517922
5477,6080780,Piso,98.31,1,0,0,0,69700.0,-5.56,3414.9,2614.0,0.77,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.29,5.75,1132.82,188765.91,339.0,49.28,4.78,1034.0,30.0,50.55,45,4.55,34.39,73.74,10.0,0,1,0.0,0,34,-0.9962441216621704
5478,6080806,Piso,95.81,1,0,0,0,71700.0,-3.2399999999999998,3414.9,2614.0,0.77,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.29,5.75,1132.82,188765.91,339.0,49.28,4.78,1034.0,30.0,50.55,18,25.0,46.11,54.5,10.0,0,1,0.0,0,28,-0.9960355335267346
5479,6080808,Trastero,16.1,0,0,0,0,3200.0,-25.580000000000002,3414.9,2614.0,0.77,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.29,5.75,1132.82,188765.91,339.0,49.28,4.78,1034.0,30.0,50.55,8,40.0,50.0,15.5,2.0,0,1,0.0,0,36,-0.9989470674870523
5480,6080810,Trastero,14.69,0,0,0,0,3000.0,-23.080000000000002,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,7,0.0,25.0,155.58,2.0,0,1,0.0,0,28,-0.9984214226002717
5481,6080812,Trastero,19.64,0,0,0,0,4200.0,-19.23,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,4,0.0,16.66,119.75,2.0,0,1,0.0,0,1,-0.9983469947656409
5482,6080813,Trastero,20.52,0,0,0,0,4000.0,-25.929999999999996,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,10,0.0,10.0,56.4,2.0,0,1,0.0,0,24,-0.9984932227419097
5483,6080814,Trastero,22.5,0,0,0,0,4900.0,-18.33,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,2,0.0,0.0,14.0,2.0,0,1,0.0,0,20,-0.9983166284472615
5484,6080815,Trastero,25.63,0,0,0,0,4500.0,-33.82,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,15,11.11,5.56,66.66,2.0,0,1,0.0,0,28,-0.9986428422550521
5485,6080816,Trastero,18.65,0,0,0,0,3500.0,-28.57,1916.8899999999999,7593.0,3.38,0.11,0.11,0.17,0.13,0.13,0.26,0.03,0.01,0.01,0.05,0.53,0.36,0.44,0.12,0.34,0.15,4.73,940.32,129370.0,1083.0,49.1,4.64,564.4449999999999,54.0,51.55,8,100.0,75.0,13.0,2.0,0,1,0.0,0,3,-0.9985493734225731
5486,6080817,Chalet,183.3,2,0,0,0,119000.0,-9.16,4993.65,1501.0,0.3,0.29,0.29,0.12,0.09,0.09,0.13,0.01,0.0,0.0,0.01,0.63,0.34,0.61,0.13,0.26,0.14,4.84,661.73,104903.85,156.0,46.2,5.49,444.44,30.0,52.01,227,20.0,21.66,32.69,3.0,0,1,0.0,0,36,-0.9938113906488533
